stock_code,company_name,year,standards_score,assurance_score,metrics_score,total_score
000001,平安银行,2015,1,1,1,3
000001,平安银行,2016,1,1,1,3
000001,平安银行,2017,1,1,1,3
000001,平安银行,2018,1,1,1,3
000001,平安银行,2019,1,1,1,3
000001,平安银行,2020,1,1,1,3
000001,平安银行,2021,1,1,1,3
000001,平安银行,2022,1,1,1,3
000001,平安银行,2023,1,1,1,3
002252,上海莱士,2017,1,0,1,2
002269,美邦服饰,2016,1,0,1,2
002281,光迅科技,2019,0,0,1,1
002292,奥飞娱乐,2016,0,0,1,1
